# Full list of SAKE-identified features marking each of the ALS subtypes in the NYGC ALS Consortium patient cohort.
# From 1-s2.0-S221112471931263X-mmc4.xlsx
gene	feature_score	subtype	prob
CORO6	0.352445368787871	ALS-TE	0.761779104596952
CP	0.488561899464025	ALS-Glia	0.788554895425158
CPLX1	0.084737866531462	ALS-TE	0.42876703127964
CPM	0.176836155581127	ALS-Glia	0.631359386903334
CPNE2	0.113644332246413	ALS-Glia	0.57254906918341
CPNE4	0.152994712904304	ALS-Ox	0.507261138445975
CPNE5	0.085555489425578	ALS-TE	0.503022750981255
CRB2	0.122069893331238	ALS-Glia	0.511759431227724
CREB5	0.150470062164761	ALS-Glia	0.604787207801899
CREG2	0.09252690268897	ALS-Ox	0.527544103342156
CRYAB	0.164598307193168	ALS-Glia	0.608378677845905
CRYM	0.247093401497325	ALS-Ox	0.544265893492027
CSMD2	0.103070691655201	ALS-TE	0.558690650912726
CSPG4	0.104963253894982	ALS-TE	0.466955437086021
CTNNA3	0.275362564824816	ALS-Glia	0.699242386781515
CTXN3	0.487568929358049	ALS-Ox	0.749427967955818
CUX2	0.291693468097664	ALS-TE	0.514435422351144
CXCL14	0.135744931189843	ALS-Ox	0.507175689542354
CYP27A1	0.186383491178452	ALS-Glia	0.645475949299971
CYP7B1	0.096808571443402	ALS-Glia	0.502577526757886
DAAM2	0.094413714478897	ALS-Glia	0.552697878331365
DAGLA	0.086160793951247	ALS-TE	0.521566485256519
DBNDD2	0.201328259726718	ALS-Glia	0.623760370091732
DENND3	0.094291836952071	ALS-TE	0.533266978889858
DEPP1	0.184105603833944	ALS-TE	0.523797836774643
DLGAP2	0.093857380139346	ALS-TE	0.469525960417631
DLGAP3	0.088342850689138	ALS-TE	0.486136479292881
DNAH1	0.261869151797318	ALS-TE	0.624542085080262
DNHD1	0.12168248625942	ALS-TE	0.47588301563528
DOC2A	0.146771490451039	ALS-TE	0.489804114116138
DOCK10	0.119823912578695	ALS-Glia	0.578641866629736
DOCK5	0.150484854265211	ALS-Glia	0.61422710502484
DSCAML1	0.088886146942963	ALS-TE	0.460691669164073
DYSF	0.094948855911405	ALS-Glia	0.510534758105876
EDIL3	0.12412992297702	ALS-Glia	0.516139076441797
EFHD1	0.134908922422581	ALS-Glia	0.599715650010435
EFNB3	0.10480214796933	ALS-TE	0.45590712249687
EFS	0.178414529663211	ALS-Glia	0.623660322292671
EGR3	0.236561119608229	ALS-TE	0.485501608744643
EIF5A2	0.094133270995257	ALS-Ox	0.547385073625754
ELMOD1	0.08817613219592	ALS-Ox	0.517255549949159
ELOVL1	0.199007142244596	ALS-Glia	0.654529355011456
ELOVL4	0.085050140507071	ALS-Ox	0.532896110141179
EMP1	0.130430496781045	ALS-Glia	0.57563660194396
ENPP2	0.308155730116222	ALS-Glia	0.665409031349137
EPHA4	0.094599090136565	ALS-Ox	0.49309911908352
ERBB3	0.204204287658892	ALS-Glia	0.661747824123112
ERMN	0.285926974367285	ALS-Glia	0.64895974259355
EVI2A	0.443639766094145	ALS-Glia	0.699849819881184
EXTL1	0.113638388386935	ALS-TE	0.528174799906272
FA2H	0.363746097399077	ALS-Glia	0.762485668969786
FAM107B	0.280999288657322	ALS-Glia	0.666500201879737
FAM124A	0.090292087575402	ALS-Glia	0.55017643298228
FAM153A	0.291954419541228	ALS-TE	0.681300787803143
FAM153B	0.36527935853663	ALS-TE	0.75588287037592
FAM163B	0.117013300233494	ALS-TE	0.517397714316805
FAM19A2	0.138876539985885	ALS-Ox	0.560156002306512
FAM222A	0.164218844912756	ALS-Glia	0.619220429490706
FAM84A	0.088976029117067	ALS-Ox	0.431984165508004
FAXDC2	0.084905818560629	ALS-Glia	0.543978794951409
FGF1	0.128113216274951	ALS-Glia	0.588016830103465
FLNA	0.12409617300709	ALS-TE	0.473989561486265
FLNC	0.218548289933791	ALS-Glia	0.671991348681419
FLRT3	0.08878520859689	ALS-Ox	0.547629664168652
FOLH1	0.456144303924665	ALS-Glia	0.754570193035262
FOXN2	0.11890950267697	ALS-Glia	0.529600265952706
FREM3	0.386005145564025	ALS-Ox	0.59614889050122
FRMD4B	0.259396241471778	ALS-Glia	0.688163932242768
FSTL4	0.184128066708012	ALS-TE	0.544583543539692
GABRA1	0.136966968002421	ALS-Ox	0.587264615556848
GABRA3	0.098759254483045	ALS-Ox	0.494862903009293
GABRA4	0.105718716338141	ALS-Ox	0.542922504461284
GABRD	0.268255131470498	ALS-Ox	0.508677360257856
GABRG2	0.107988805056003	ALS-Ox	0.549553032682284
GAD2	0.178036323253952	ALS-Ox	0.609993620975715
GALNT15	0.183473265905612	ALS-Glia	0.644442820327135
GALNT17	0.089464125248616	ALS-TE	0.459750357477809
GALNT9	0.121221724988211	ALS-TE	0.48507251290365
GFRA2	0.121564852181619	ALS-TE	0.471929964639888
GLDN	0.306883100691926	ALS-Glia	0.689759652842898
GLRA3	0.259497970888565	ALS-Ox	0.600192989572162
GLTP	0.176435364232495	ALS-Glia	0.626788743675206
GNG3	0.091676949936567	ALS-Ox	0.486043428076393
GOLGA7	0.089227238258874	ALS-Glia	0.49625154749939
GOLGA8A	0.099535563084827	ALS-TE	0.553497275513933
GOLGA8B	0.133800974296135	ALS-TE	0.596347468496865
GPR22	0.174746251559429	ALS-Ox	0.62277425661674
GPR26	0.28359976420547	ALS-Ox	0.56869960774965
GPR37	0.262537013446512	ALS-Glia	0.655146162399049
GREM1	0.448343305213751	ALS-Glia	0.749808345675947
GRIN1	0.1044202995915	ALS-TE	0.510794465389047
HAL1-2a_MD:L1:LINE	0.107878420662605	ALS-TE	0.549036883332032
HAL1-3A_ME:L1:LINE	0.086549867300431	ALS-TE	0.517443367578915
HAPLN2	0.20886631098028	ALS-Glia	0.665231575670137
HAPLN4	0.291292578135839	ALS-TE	0.491656446502637
HCN1	0.094878143076946	ALS-Ox	0.527908569381011
HERC2P2	0.100022123064643	ALS-TE	0.513447297703573
HERVH-int:ERV1:LTR	0.103758579097971	ALS-TE	0.538976708798417
HHIP	0.303377289797103	ALS-Glia	0.679870972795758
HIP1	0.100841377095445	ALS-Glia	0.554565023746189
HPCA	0.139761661313964	ALS-Ox	0.474415562759235
HS6ST3	0.101508811783017	ALS-Ox	0.510579536301126
HSPA2	0.17927791210705	ALS-Glia	0.630584595414982
HTR2A	0.127633897498731	ALS-Ox	0.556017733841357
ICAM5	0.208203262117718	ALS-TE	0.516896183640509
ICOSLG	0.235412651924894	ALS-Glia	0.683461585616682
IFI16	0.093610843182548	ALS-Glia	0.550037019712549
IFITM2	0.099714055086196	ALS-Glia	0.479559455088645
IGSF9B	0.205863961259068	ALS-TE	0.661705699902649
INA	0.099489607373563	ALS-Ox	0.513441992673304
ISLR2	0.107249753331192	ALS-TE	0.491609641972115
ITGA2	0.543717846374098	ALS-Glia	0.821659121689044
ITGB4	0.179962325618201	ALS-Glia	0.495557036286418
ITPKA	0.246043148881476	ALS-Ox	0.504532119619862
JAKMIP3	0.090010092868701	ALS-TE	0.447130041128988
JAM3	0.091396036485598	ALS-Glia	0.545495003602451
KAT2A	0.093034279175905	ALS-TE	0.537538349138278
KCNA1	0.085653472590435	ALS-Ox	0.505465069202406
KCNA4	0.112304266977522	ALS-Ox	0.448477845772143
KCNC1	0.096766063021024	ALS-TE	0.477010420544986
KCNC2	0.092421752152936	ALS-Ox	0.521739054610122
KCNC3	0.097826043989427	ALS-TE	0.473431362014247
KCNH3	0.090206669735751	ALS-TE	0.50529041571462
KCNH5	0.108570724322819	ALS-Ox	0.524619613663042
KCNH8	0.220020564641537	ALS-Glia	0.674031373023778
KCNJ2	0.129211439253675	ALS-Glia	0.582666842687297
KCNJ4	0.162106094306523	ALS-TE	0.493063827210194
KCNS1	0.161947889647342	ALS-Ox	0.503170304342381
KCNT1	0.216195878525249	ALS-TE	0.63766266842994
KCNV1	0.278397458260096	ALS-Ox	0.589032697406946
KIAA1211L	0.092094953772946	ALS-TE	0.470057785987731
KIF13B	0.097294503740855	ALS-Glia	0.555615796557718
KLF15	0.086897245497777	ALS-Glia	0.499228479667102
KLHL29	0.093604277241577	ALS-TE	0.500910280858873
KLHL4	0.140549177826615	ALS-Glia	0.524620512162086
KLK6	0.579141830386316	ALS-Glia	0.826467860310942
KMT2B	0.101921693684446	ALS-TE	0.534937297763227
KRT222	0.137179720588089	ALS-Ox	0.589130839685819
L1CAM	0.110651160507787	ALS-TE	0.483247539108764
L1M2a:L1:LINE	0.086169194421624	ALS-TE	0.440427242498143
LACC1	0.236713245777014	ALS-Glia	0.642702779177312
LAMB1	0.163464729528754	ALS-TE	0.52685098010948
LAMP2	0.085271012054033	ALS-Glia	0.506098663613262
LAMP5	0.272984157490323	ALS-Ox	0.580765564261234
LDB3	0.24257701047023	ALS-Glia	0.690165037841303
LENG8	0.257316743173798	ALS-TE	0.622230562379056
LGALS3BP	0.121644903305106	ALS-Glia	0.57927011898806
LHPP	0.099699791679004	ALS-Glia	0.561167161389479
LIMK2	0.156700782112265	ALS-Glia	0.517963684988669
LINC00320	0.193649008758678	ALS-Glia	0.614022777015343
LINC00342	0.151333815881572	ALS-TE	0.531577040662212
LINC00507	0.479135335608134	ALS-Ox	0.740790626609225
LINC00599	0.241911480080885	ALS-TE	0.677344105903271
LINC00643	0.093499871752588	ALS-Ox	0.539495843700144
LINC01105	0.112237283502065	ALS-Glia	0.568618257197366
LINC01123	0.180677057480995	ALS-TE	0.53374340781788
LINGO2	0.135639277938272	ALS-Ox	0.525803407169668
LIPA	0.151937021212806	ALS-Glia	0.559190916027705
LIPE	0.221363767680142	ALS-Glia	0.675183544436595
LITAF	0.195120656007601	ALS-Glia	0.644634024466553
LLGL1	0.091658927246477	ALS-Glia	0.541076808686947
LMNA	0.10578365909881	ALS-Glia	0.518785798419432
LNX1	0.125158389917612	ALS-Ox	0.497422002259814
LOC100190986	0.118752126032703	ALS-TE	0.537649274893916
LOC110384692	0.250776250202087	ALS-Glia	0.564531468956987
LPAR1	0.154154388158202	ALS-Glia	0.612398417634639
LPCAT4	0.118359279840224	ALS-TE	0.527790098691888
LRP2	0.431357994418705	ALS-Glia	0.778390678311164
LRRK1	0.107770961477937	ALS-TE	0.559293545040407
LTR7:ERV1:LTR	0.1027727969979	ALS-TE	0.533864425456878
LZTS1	0.090078017118129	ALS-TE	0.484640265039478
MAG	0.261208262369028	ALS-Glia	0.692868680970026
MAGT1	0.109379104704241	ALS-Glia	0.557108381328654
MAL	0.221546836008031	ALS-Glia	0.659060460766434
MAL2	0.181186167049719	ALS-Ox	0.61127126484652
MAN2A1	0.107067239609757	ALS-Glia	0.560534780783145
MAN2C1	0.104375613303195	ALS-TE	0.532291301957175
MAST1	0.105569019848947	ALS-TE	0.534684690737138
MBP	0.103172936465197	ALS-Glia	0.565346599248747
MCF2	0.088486172884603	ALS-Ox	0.542799422769006
MEG3	0.101364497588395	ALS-TE	0.562538249874915
MGAT5B	0.162836518667311	ALS-TE	0.540199124757978
MIAT	0.141741442117161	ALS-TE	0.601623807713568
MIR3687-2	0.130872801874407	ALS-TE	0.551143729715677
MIR4697HG	0.103399463706529	ALS-TE	0.564764725776899
MIR6087	0.151942646858231	ALS-Glia	0.490603321727684
MIR663A	0.141286124804363	ALS-TE	0.588513068659608
MIR663AHG	0.130137885900804	ALS-TE	0.571131083085305
MOB3B	0.098578322928588	ALS-Glia	0.543843688856817
MOBP	0.170539835458115	ALS-Glia	0.624840953493997
MOG	0.314443035686043	ALS-Glia	0.71423725317736
MOSPD2	0.134810401598993	ALS-Glia	0.549270342215894
MPP7	0.094593846212411	ALS-Ox	0.528897095036518
MROH1	0.104287277616088	ALS-TE	0.566790723378949
MTUS2	0.105945189229972	ALS-TE	0.531760539029269
MVP	0.145077113052174	ALS-Glia	0.543589067107845
MYO1D	0.121549417910428	ALS-Glia	0.584247172441912
MYO1E	0.167161841506886	ALS-Glia	0.63035903138448
MYO9B	0.129443088933658	ALS-Glia	0.491862471089358
MYRF	0.19797784732912	ALS-Glia	0.653695660314782
NAIP	0.085827647439255	ALS-Glia	0.541510893634749
NCKAP5	0.117859279804538	ALS-Glia	0.580648102028028
NDST3	0.089426429150882	ALS-Ox	0.487904730338868
NDUFAF4	0.088813805990325	ALS-Ox	0.541880484151428
NECAB2	0.115543961669476	ALS-TE	0.486383339854423
NEFH	0.094797874791217	ALS-Ox	0.486751503184911
NELL1	0.119421410954808	ALS-Ox	0.530973265481243
NEUROD2	0.101968427186919	ALS-TE	0.481606144709093
NEUROD6	0.371203167856699	ALS-Ox	0.610204387471085
NKX6-2	0.522743934236499	ALS-Glia	0.83572760317443
NPIPB3	0.328383695437072	ALS-TE	0.691010190013777
NRN1	0.113087527742909	ALS-Ox	0.536145492185232
NSG1	0.111534548494661	ALS-Ox	0.518854094511782
NUDT11	0.106817213052277	ALS-Ox	0.541937212802361
NWD2	0.226636215567837	ALS-Ox	0.554279597761023
OBSCN	0.180882853490426	ALS-TE	0.635646414628453
OLFM3	0.126851448919364	ALS-Ox	0.558679652302326
OLIG2	0.08657100260918	ALS-Glia	0.542138794691295
OPALIN	0.176700256082927	ALS-Glia	0.601758807591511
OPN3	0.084847810148149	ALS-Ox	0.50895351905011
OSMR	0.150303831349183	ALS-Glia	0.490884092182082
OTOGL	0.13069905282075	ALS-Ox	0.498418118215603
P2RX7	0.089254559220221	ALS-Glia	0.499705469787604
PAIP2B	0.123373598812315	ALS-Glia	0.585908447621082
PAN2	0.085769880301929	ALS-TE	0.432935794731936
PAQR6	0.115192297964888	ALS-Glia	0.579362466388066
PARM1	0.098221414244653	ALS-Ox	0.496230117001881
PARP4	0.089413048913861	ALS-Glia	0.549129457098943
PART1	0.094410494283484	ALS-Ox	0.490164776037867
PCDH19	0.091945367108907	ALS-Ox	0.460019211247786
PCDH8	0.368680664851719	ALS-Ox	0.501267969478164
PCP4	0.150555235216281	ALS-Ox	0.610598804922591
PCSK1	0.140892904018738	ALS-Ox	0.575340410813881
PCSK2	0.090491690376688	ALS-Ox	0.455683149313107
PCSK6	0.24066942706555	ALS-Glia	0.689827587399251
PDE1C	0.090744244204978	ALS-Glia	0.52347509635789
PDE8A	0.105163274081832	ALS-Glia	0.567735147104544
PDGFRB	0.136529143975198	ALS-TE	0.585628817732286
PDK4	0.094348212597683	ALS-Glia	0.555623034174502
PHLDB1	0.133121279871695	ALS-Glia	0.550043734052175
PIEZO2	0.344861781870153	ALS-Glia	0.744059457013627
PIP4K2A	0.121441530981178	ALS-Glia	0.565932235439813
PIP5K1B	0.118365632345732	ALS-Ox	0.557576444795824
PITPNM2	0.08483876988054	ALS-TE	0.527747684276286
PKD1	0.130277066283189	ALS-TE	0.589343592932277
PKD1P1	0.147570316973032	ALS-TE	0.592360988250381
PKD1P3-NPIPA1	0.155194451719441	ALS-TE	0.599013914068156
PKD1P5-LOC105376752	0.173341732750241	ALS-TE	0.625847274200109
PKD1P6-NPIPP1	0.164455199975264	ALS-TE	0.582480625723196
PKNOX2	0.096440391471046	ALS-TE	0.511687714380876
PLA2G16	0.109727947018881	ALS-Glia	0.571230120412599
PLD1	0.233392555511	ALS-Glia	0.65689124672982
PLEKHG3	0.148034340564929	ALS-Glia	0.589878114867963
PLEKHG5	0.239516789211938	ALS-TE	0.651789764963611
PLEKHH1	0.152087412373191	ALS-Glia	0.599616662438539
PLK2	0.098674317137219	ALS-Ox	0.50837940876512
PLLP	0.198570017830121	ALS-Glia	0.644712643162423
PLP1	0.183591351898228	ALS-Glia	0.591950634074159
PLXNA3	0.159330762970989	ALS-TE	0.531514831041199
PLXNB3	0.177539221037235	ALS-Glia	0.561658099728845
PMP22	0.105848367394574	ALS-Glia	0.565505328242742
PNCK	0.099648403512972	ALS-TE	0.475493819181485
PNMA3	0.170888854833371	ALS-TE	0.517708657169844
PPL	0.203320027987428	ALS-TE	0.532352114493577
PRAG1	0.086928493533344	ALS-TE	0.515509741548247
PRKCG	0.200101028408736	ALS-TE	0.531250244067377
PRODH	0.102213493188135	ALS-TE	0.530680751338476
PRR18	0.231037516428839	ALS-Glia	0.679114468400484
PRR36	0.106608332493642	ALS-TE	0.53354513577516
PRRG1	0.12061833836093	ALS-Glia	0.54818133552854
PTPN3	0.168403649623182	ALS-Ox	0.470696275571459
PTPN5	0.135846434591573	ALS-TE	0.501122075797491
PTPRN	0.105672974852098	ALS-TE	0.477090715333238
PXK	0.098865567965379	ALS-Glia	0.559664736911142
RAB27B	0.130373516920916	ALS-Ox	0.591169738162273
RAB3C	0.095799468131636	ALS-Ox	0.544972215642142
RAPGEFL1	0.113572027349926	ALS-TE	0.531290475130194
RASD2	0.090261337032945	ALS-TE	0.4703857556431
RASGRP3	0.446716549115971	ALS-Glia	0.76714697041207
RASSF2	0.159583437395959	ALS-Glia	0.608783311321974
RBFOX3	0.094523093414556	ALS-TE	0.466637999008007
REEP3	0.164083197875303	ALS-Glia	0.589319182124656
RFFL	0.112112452596129	ALS-Glia	0.575788389214681
RFTN2	0.092589014226281	ALS-Glia	0.533720051802582
RGS4	0.13419950139855	ALS-Ox	0.576304225551618
RGS6	0.085352562000523	ALS-TE	0.455036685508974
RHOU	0.108397708157678	ALS-Glia	0.556180730535904
RNASE1	0.284865020722489	ALS-Glia	0.655610487174113
ROS1	0.181578584399182	ALS-Ox	0.519002868953047
RPL39	0.094706895333254	ALS-Glia	0.441948019882974
RTKN	0.18469485477025	ALS-Glia	0.642767395483679
RYR1	0.100069666481423	ALS-TE	0.538895599599503
S100B	0.131151298065986	ALS-Glia	0.584973879953526
SCARNA5	0.112875283822002	ALS-Ox	0.446921540081778
SEC31B	0.186434342779715	ALS-TE	0.615070974294688
SELENOP	0.295900332525894	ALS-Glia	0.645664384062852
SEMA3B	0.172439702560182	ALS-Glia	0.624724683821877
SEMA3C	0.091207152749424	ALS-Ox	0.45473928987377
SEMA4B	0.110664634941044	ALS-TE	0.485161040311949
SEPT10	0.178427662627619	ALS-Glia	0.627760180257479
SEPT4	0.09184931963595	ALS-Glia	0.551115859566209
SERPINA3	0.574219877497868	ALS-Glia	0.831299305420081
SFRP1	0.154845879459784	ALS-Glia	0.595791475871292
SGK1	0.107552166964661	ALS-Glia	0.567340558049353
SH2D5	0.224077709963422	ALS-TE	0.502767332253395
SH3BP2	0.103266971805491	ALS-TE	0.462224879231826
SH3TC2	0.235080884190971	ALS-Glia	0.682664845695637
SHROOM4	0.210032655486596	ALS-Glia	0.666372122385451
SLAIN1	0.131762594328668	ALS-Glia	0.572085803083002
SLC25A29	0.105620635672739	ALS-TE	0.464455729476342
SLC26A4-AS1	0.124641664866338	ALS-Ox	0.544380448943579
SLC30A3	0.371146928220689	ALS-TE	0.533762651179864
SLC31A2	0.425256084427126	ALS-Glia	0.738078098006626
SLC44A1	0.101073109902492	ALS-Glia	0.541030609528317
SLC5A11	0.466816063076611	ALS-Glia	0.823130859100218
SLC5A4-AS1	0.097968893256991	ALS-TE	0.466781648475391
SLC6A17	0.089737625638241	ALS-TE	0.468038766606228
SLC6A7	0.380231032889821	ALS-TE	0.594829965396367
SLC8A2	0.106284049968924	ALS-TE	0.50331175233489
SLCO1A2	0.199014427852158	ALS-Glia	0.642471685474299
SLITRK4	0.095290600915252	ALS-Ox	0.543646120895132
SMAD9	0.103220905888163	ALS-Glia	0.553567872552636
SNCB	0.089261930551901	ALS-Ox	0.435678418899802
SNED1	0.228372335876347	ALS-TE	0.591969944830443
SNRNP70	0.09082595595856	ALS-TE	0.519518365197288
SOCS3	0.383106802341807	ALS-Glia	0.589547304604572
SOX10	0.164587484399105	ALS-Glia	0.627901505144592
SOX2-OT	0.152963164656592	ALS-Glia	0.564869916972079
SOX8	0.114581438342429	ALS-Glia	0.574191333453115
SPATA13	0.09505779309912	ALS-Glia	0.551870724372905
SPTB	0.08469662434568	ALS-TE	0.4549714523774
SPX	0.114481521272762	ALS-Glia	0.550393101526671
SREBF1	0.085935155696201	ALS-Glia	0.453888067463457
SRRM3	0.253916649577188	ALS-TE	0.681042370787021
SRRM4	0.097964805855143	ALS-TE	0.503507743814739
SSTR1	0.115040207635909	ALS-TE	0.473663381341124
ST18	0.271024431925043	ALS-Glia	0.699195593937519
ST6GALNAC5	0.208552099855309	ALS-Ox	0.525051927628002
STAB1	0.112601182540804	ALS-TE	0.46877463322809
STARD9	0.120132926899789	ALS-TE	0.458867567211639
STAT4	0.135511216753168	ALS-Ox	0.536836300998975
STK36	0.185843909309988	ALS-TE	0.632337755589687
STMN2	0.093247568857567	ALS-Ox	0.545174681888163
SULT4A1	0.107227343872411	ALS-Ox	0.508073638042864
SV2C	0.132248211615834	ALS-Ox	0.58948535289687
SVA_A:SVA_A:Other	0.13348235514413	ALS-TE	0.575926714793612
SVOP	0.088643786739503	ALS-Ox	0.459309217392226
SYN3	0.095197332795956	ALS-TE	0.510529906279559
SYNGR3	0.092234892126883	ALS-TE	0.4689756447111
SYNPR	0.084980842727222	ALS-Ox	0.531678132713496
SYPL1	0.135524830393919	ALS-Glia	0.565252254857855
SYS1-DBNDD2	0.191636982533433	ALS-Glia	0.615584493370341
SYT12	0.120637045579619	ALS-TE	0.482177181774661
SYT13	0.100365135907114	ALS-Ox	0.502846889017884
SYT16	0.089685730729471	ALS-Ox	0.510381355099251
SYT2	0.161171425618252	ALS-Ox	0.586672956731579
SYT4	0.096024851221229	ALS-Ox	0.547900308037296
SYT5	0.155760872372111	ALS-TE	0.491562342190204
SYT7	0.091422229475009	ALS-TE	0.502727054356333
